Accelerator,Steering Wheel,Brake
8.987419278128073e-05,0.46239951252937317,0.9999594688415527
8.63472669152543e-05,0.46317997574806213,0.99996018409729
8.477441588183865e-05,0.46299058198928833,0.99996018409729
8.600688306614757e-05,0.4631558954715729,0.99996018409729
8.366724068764597e-05,0.46314334869384766,0.9999606609344482
8.135507960105315e-05,0.46324700117111206,0.999961256980896
7.913291483419016e-05,0.46326136589050293,0.9999619722366333
7.993311737664044e-05,0.4631956219673157,0.9999617338180542
7.937294139992446e-05,0.463150292634964,0.9999617338180542
7.996307977009565e-05,0.46303004026412964,0.9999614953994751
8.36632534628734e-05,0.46313750743865967,0.9999604225158691
8.400693332077935e-05,0.4630623459815979,0.9999600648880005
8.433079347014427e-05,0.4632207453250885,0.9999604225158691
8.545783202862367e-05,0.46312329173088074,0.9999599456787109
8.567584882257506e-05,0.4630218744277954,0.9999597072601318
8.599154534749687e-05,0.46277597546577454,0.9999592304229736
8.680264727445319e-05,0.462667316198349,0.999958872795105
8.782190707279369e-05,0.4630032777786255,0.9999587535858154
8.61703374539502e-05,0.46348831057548523,0.9999586343765259
8.680612518219277e-05,0.4636056125164032,0.999958872795105
8.153774979291484e-05,0.46350908279418945,0.9999604225158691
8.423322287853807e-05,0.46340811252593994,0.99996018409729
8.76961275935173e-05,0.4635355770587921,0.9999591112136841
8.530623017577454e-05,0.4627036452293396,0.99996018409729
8.640162559458986e-05,0.4650847613811493,0.9999593496322632
8.758138574194163e-05,0.4650742709636688,0.9999589920043945
8.517673268215731e-05,0.4652559757232666,0.9999595880508423
8.258712477982044e-05,0.4655638635158539,0.9999604225158691
8.524011354893446e-05,0.46856945753097534,0.9999589920043945
8.321576024172828e-05,0.46947187185287476,0.9999586343765259
8.536563109373674e-05,0.46969395875930786,0.9999582767486572
8.170805813279003e-05,0.4699417054653168,0.999958872795105
7.87011013017036e-05,0.468940794467926,0.99996018409729
7.86738601163961e-05,0.4647367000579834,0.9999613761901855
0.00013587804278358817,0.4682855010032654,0.00046528535312972963
0.00013696710811927915,0.47390052676200867,0.0003981020417995751
0.00014887581346556544,0.47371676564216614,0.0003298189549241215
0.0057273972779512405,0.48701193928718567,7.473254663636908e-05
0.05659320577979088,0.4984118342399597,3.951750841224566e-05
0.09415380656719208,0.5012472867965698,3.9408336306223646e-05
0.10358738899230957,0.501239538192749,3.618707705754787e-05
0.10416983813047409,0.5012694001197815,3.2426007237518206e-05
0.10482510179281235,0.5015106201171875,2.8988188205403276e-05
0.0002779050846584141,0.4976896643638611,0.00012185520608909428
0.00027527360362000763,0.49167922139167786,0.00012042298476444557
0.000283776200376451,0.4927637577056885,0.00011814464232884347
0.0002897917584050447,0.49269041419029236,0.00011546889436431229
0.0002962645667139441,0.4923209846019745,0.00011111214553238824
0.00028511369600892067,0.4921623468399048,0.00010738734999904409
0.0002584047324489802,0.4914093315601349,0.00010747636406449601
0.00010509973071748391,0.4810086488723755,0.9999485015869141
9.935565321939066e-05,0.4814743995666504,0.999953031539917
9.485291957389563e-05,0.4823354184627533,0.9999532699584961
8.240721217589453e-05,0.4830630421638489,0.9999549388885498
7.943897071527317e-05,0.4829295575618744,0.9999537467956543
7.505557005060837e-05,0.4851466119289398,0.9999517202377319
0.00011591216025408357,0.5001652240753174,0.0003633511660154909
0.00010823125194292516,0.5004002451896667,0.0003768435271922499
0.00010000667680287734,0.5027404427528381,0.0003929989761672914
0.0001082269154721871,0.5028333067893982,0.0003269649751018733
0.0001052795778377913,0.5091152787208557,0.0002921185514423996
0.00011113451910205185,0.5111448764801025,0.0002431176253594458
0.00010892037971643731,0.5063232183456421,0.00020747972303070128
0.00011336845636833459,0.509323000907898,0.00017558259423822165
0.00011752999853342772,0.5173325538635254,0.00015262769011314958
0.00010874177678488195,0.5165579915046692,0.00015882146544754505
0.00010586599091766402,0.5233367681503296,0.00016573620087001473
9.806311572901905e-05,0.530297040939331,0.0001735795522108674
9.912484529195353e-05,0.5412793159484863,0.0001766691420925781
9.150411642622203e-05,0.5414401292800903,0.00017835154721979052
8.729538967600092e-05,0.5352509617805481,0.0001715247635729611
7.648012979188934e-05,0.5346593260765076,0.00017686246428638697
6.802749703638256e-05,0.5260826945304871,0.00017830445722211152
6.15231620031409e-05,0.5162413716316223,0.00018211013230029494
